Insertion Threads, Removal Threads, Replacement Threads,,,,
74212978, add, started,373, , , [ 4 6 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 569 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 748 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74221871, replace, finished,483,4830, true, [ 4 6 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 569 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74325577, add, started,741, , , [ 4 9 12 37 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 719 740 900 960 1010 1110 1250 1440 1620 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3810 3960 4100 4160 4310 4340 4690 4830 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
74326758, add, started,748, , , [ 4 6 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 569 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74373568, remove, started,748, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 569 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74429081, add, started,6, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 569 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74458387, replace, started,6,60, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74583788, replace, started,6,60, , [ 4 9 12 37 42 51 52 54 90 111 115 129 138 144 147 156 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 719 740 900 960 1010 1110 1250 1440 1620 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3810 3960 4100 4160 4310 4340 4690 4830 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
74590721, add, started,569, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74605454, replace, started,569,5690, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74613552, replace, started,569,5690, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74698642, remove, started,569, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74704316, replace, started,569,5690, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74720992, replace, finished,410,4100, false, [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74843057, remove, started,569, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 274 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5690 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74860873, replace, started,569,5690, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74874144, add, started,274, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 514 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
74952795, add, started,514, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75009035, remove, started,514, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5140 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75038072, remove, started,514, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75175783, replace, started,514,5140, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75190105, add, started,313, , , [ 4 9 12 37 42 51 52 54 90 111 115 129 138 144 147 156 162 169 174 176 180 181 182 183 199 205 219 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 319 328 332 339 344 346 355 356 370 377 379 381 396 410 416 417 430 431 434 438 439 445 464 469 471 472 474 481 484 485 502 513 516 519 524 525 526 540 554 570 574 577 581 591 596 603 641 651 662 668 695 704 712 719 740 900 960 1010 1110 1250 1440 1620 1690 1760 1810 1830 1990 2460 2500 2700 2870 2920 3070 3080 3440 3460 3550 3560 3700 3770 3810 3960 4100 4160 4310 4340 4690 4830 4850 5020 5130 5190 5240 5250 5540 5700 6030 6410 6680 7040 7120 7400 ] 
75198480, add, finished,162, , true, [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75277662, replace, finished,162,1620, false, [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75335396, remove, started,313, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75372914, add, finished,498, , true, [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75384396, remove, started,313, , , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75426479, replace, started,313,3130, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75437908, replace, started,313,3130, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75483765, replace, started,313,3130, , [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
75492668, add, finished,613, , true, [ 4 9 12 13 37 42 51 52 54 60 66 71 90 111 115 129 134 138 142 144 147 156 162 169 174 176 180 181 182 183 199 205 219 221 241 242 246 250 259 267 270 271 283 287 290 292 305 307 308 310 312 313 319 321 328 332 339 344 346 355 356 370 377 379 381 393 396 400 409 410 414 416 417 421 430 431 434 438 439 442 445 463 464 469 471 472 474 481 484 485 486 498 502 513 516 519 524 525 526 540 554 560 570 574 577 581 591 595 596 603 606 613 632 641 651 662 668 695 704 712 719 723 729 730 740 741 900 940 960 1010 1110 1250 1340 1440 1620 1690 1760 1810 1830 1990 2210 2460 2500 2700 2870 2920 3070 3080 3130 3210 3440 3460 3550 3560 3700 3770 3810 3930 3960 4100 4140 4160 4310 4340 4630 4690 4830 4840 4850 5020 5130 5190 5240 5250 5540 5600 5700 6030 6130 6320 6410 6680 7040 7120 7290 7300 7400 ] 
